PROJECT_DEV,WBS_element,Sales_Document,SO DATE,CUSTOMER PO NUMBER,Sold-to_party,MATERIAL CODE,MATERIAL NAME,NO,QTY SO,UOM,UNIT PRICE SO,TOTAL PRICE SO,DELIVER QTY,UOM.1,UNIT PRICE DO,DELIVERED,TO BE DELIVER QTY,INVOICED QTY,UOM.2,UNIT PRICE INVOICE,TOTAL PRICE BILLING,TO BE INVOICED,PO date,Req.dlv.dt,Duration (in days),Status
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000001,UPPER PLATE,20,100,PC,364560000,36456000000,100,,364560000,36456000000,0,0,,364560000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000002,BOTTOM PLATE,50,100,PC,378070000,37807000000,100,,378070000,37807000000,0,0,,378070000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000006,OUTER SIDE PLATE,100,100,PC,35320000,3532000000,100,,35320000,3532000000,0,0,,35320000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000007,OUTER SIDE PLATE,120,100,PC,52480000,5248000000,100,,52480000,5248000000,0,0,,52480000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000008,OUTER SIDE PLATE,140,100,PC,52480000,5248000000,100,,52480000,5248000000,0,0,,52480000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000009,INNER SIDE PLATE,160,100,PC,53120000,5312000000,100,,53120000,5312000000,0,0,,53120000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000010,INNER SIDE PLATE,180,100,PC,53120000,5312000000,100,,53120000,5312000000,0,0,,53120000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000011,INNER SIDE PLATE,200,100,PC,31790000,3179000000,100,,31790000,3179000000,0,0,,31790000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000013,TRANSOM SIDE PLATE,240,100,PC,30390000,3039000000,100,,30390000,3039000000,0,0,,30390000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000014,TRANSOM SIDE PLATE,260,100,PC,30390000,3039000000,100,,30390000,3039000000,0,0,,30390000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000015,TRANSOM SIDE PLATE,280,100,PC,30390000,3039000000,100,,30390000,3039000000,0,0,,30390000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000016,TRANSOM SIDE PLATE,300,100,PC,30390000,3039000000,100,,30390000,3039000000,0,0,,30390000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000017,STOPPER PLATE,330,100,PC,27070000,2707000000,100,,27070000,2707000000,0,0,,27070000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB032M25000001,UPPER PLATE,580,100,PC,112240000,11224000000,100,,112240000,11224000000,0,0,,112240000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB032M25000002,BOTTOM PLATE,600,100,PC,91440000,9144000000,100,,91440000,9144000000,0,0,,91440000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000002,GASSET ATAS,720,100,PC,11530000,1153000000,100,,11530000,1153000000,0,0,,11530000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000003,GASSET ATAS,740,100,PC,11530000,1153000000,100,,11530000,1153000000,0,0,,11530000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000004,GASSET BAWAH,760,100,PC,20840000,2084000000,100,,20840000,2084000000,0,0,,20840000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000005,GASSET BAWAH,780,100,PC,20840000,2084000000,100,,20840000,2084000000,0,0,,20840000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000006,STIFFENER,800,100,PC,13160000,1316000000,100,,13160000,1316000000,0,0,,13160000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000007,STIFFENER,820,100,PC,13160000,1316000000,100,,13160000,1316000000,0,0,,13160000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000008,STIFFENER,840,100,PC,17260000,1726000000,100,,17260000,1726000000,0,0,,17260000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000009,STIFFENER,860,100,PC,14160000,1416000000,100,,14160000,1416000000,0,0,,14160000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000003,STIFFENER,920,100,PC,13480000,1348000000,100,,13480000,1348000000,0,0,,13480000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000004,STIFFENER,940,100,PC,13480000,1348000000,100,,13480000,1348000000,0,0,,13480000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000005,STIFFENER,960,100,PC,13480000,1348000000,100,,13480000,1348000000,0,0,,13480000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000006,STIFFENER,980,100,PC,13480000,1348000000,100,,13480000,1348000000,0,0,,13480000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000007,STIFFENER,1000,100,PC,6200000,620000000,100,,6200000,620000000,0,0,,6200000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000008,STIFFENER,1020,100,PC,6200000,620000000,100,,6200000,620000000,0,0,,6200000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000009,STIFFENER,1040,100,PC,6200000,620000000,100,,6200000,620000000,0,0,,6200000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000010,STIFFENER,1060,100,PC,6200000,620000000,100,,6200000,620000000,0,0,,6200000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038005002,STIFFENER 02,1100,100,PC,9570000,957000000,100,,9570000,957000000,0,0,,9570000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038005003,BOLSTER GUIDE,1120,100,PC,9290000,929000000,100,,9290000,929000000,0,0,,9290000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038005004,SEAT FOR WEARING PLATE,1140,100,PC,8330000,833000000,100,,8330000,833000000,0,0,,8330000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038006002,STIFFENER,1180,100,PC,1100000,110000000,100,,1100000,110000000,0,0,,1100000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038015002,STIFFENER 02,1220,100,PC,9570000,957000000,100,,9570000,957000000,0,0,,9570000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038015003,BOLSTER GUIDE,1240,100,PC,9290000,929000000,100,,9290000,929000000,0,0,,9290000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038015004,SEAT FOR WEARING PLATE,1260,100,PC,8330000,833000000,100,,8330000,833000000,0,0,,8330000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25001001,BRACKET,1280,100,PC,14490000,1449000000,100,,14490000,1449000000,0,0,,14490000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002001B,BRACKET,1320,100,PC,15130000,1513000000,100,,15130000,1513000000,0,0,,15130000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002001LA,BRACKET L,1340,100,PC,15130000,1513000000,100,,15130000,1513000000,0,0,,15130000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002001RA,BRACKET R,1360,100,PC,15130000,1513000000,100,,15130000,1513000000,0,0,,15130000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011003,BOTTOM PLATE,1560,100,PC,17270000,1727000000,100,,17270000,1727000000,0,0,,17270000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011004,SIDE PLATE,1580,100,PC,75870000,7587000000,100,,75870000,7587000000,0,0,,75870000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011006,STIFFENER,1640,100,PC,27070000,2707000000,100,,27070000,2707000000,0,0,,27070000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011007L,STIFFENER,1660,100,PC,8800000,880000000,100,,8800000,880000000,0,0,,8800000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011007R,STIFFENER,1680,100,PC,8800000,880000000,100,,8800000,880000000,0,0,,8800000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011008,STIFFENER,1700,100,PC,14410000,1441000000,100,,14410000,1441000000,0,0,,14410000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011009,STIFFENER,1720,100,PC,18650000,1865000000,100,,18650000,1865000000,0,0,,18650000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011014,STIFFENER,1820,100,PC,2300000,230000000,100,,2300000,230000000,0,0,,2300000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011015,SWING STOPPER,1840,100,PC,6430000,643000000,100,,6430000,643000000,0,0,,6430000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011016,STOPPER RUBBER,1860,100,PC,3820000,382000000,100,,3820000,382000000,0,0,,3820000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011017,BOLSTER STOPPER,1880,100,PC,17310000,1731000000,100,,17310000,1731000000,0,0,,17310000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011019,FRAME,1920,100,PC,22350000,2235000000,100,,22350000,2235000000,0,0,,22350000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011020,OIL DAMPER BRACKET,1940,100,PC,4480000,448000000,100,,4480000,448000000,0,0,,4480000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011021,OIL DAMPER BRACKET,1960,100,PC,13660000,1366000000,100,,13660000,1366000000,0,0,,13660000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011022,SIDE PLATE,1980,100,PC,25600000,2560000000,100,,25600000,2560000000,0,0,,25600000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011023L,BASE FOR WEARING,2000,100,PC,29840000,2984000000,100,,29840000,2984000000,0,0,,29840000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011023R,BASE FOR WEARING,2020,100,PC,29840000,2984000000,100,,29840000,2984000000,0,0,,29840000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011025,STOPPER,2060,100,PC,7500000,750000000,100,,7500000,750000000,0,0,,7500000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011026,UPPER PLATE,2080,100,PC,88540000,8854000000,100,,88540000,8854000000,0,0,,88540000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004002,SPRING PLANK U.P,2120,100,PC,52090000,5209000000,100,,52090000,5209000000,0,0,,52090000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004003,SPRING PLANK B.P,2140,100,PC,69690000,6969000000,100,,69690000,6969000000,0,0,,69690000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004011,STIFFENER,2280,100,PC,4010000,401000000,100,,4010000,401000000,0,0,,4010000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004012,OIL DAMPER BRACKET,2300,100,PC,7630000,763000000,100,,7630000,763000000,0,0,,7630000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004015,OIL DAMPER BRACKET,2360,100,PC,6560000,656000000,100,,6560000,656000000,0,0,,6560000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004016R,STIFFENER,2380,100,PC,2170000,217000000,100,,2170000,217000000,0,0,,2170000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004016L,STIFFENER,2400,100,PC,2170000,217000000,100,,2170000,217000000,0,0,,2170000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004018,STIFFENER,2440,100,PC,17600000,1760000000,100,,17600000,1760000000,0,0,,17600000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004019,STIFFENER,2460,100,PC,6140000,614000000,100,,6140000,614000000,0,0,,6140000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004020,STIFFENER,2480,100,PC,2950000,295000000,100,,2950000,295000000,0,0,,2950000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004023R,STIFFENER,2560,100,PC,1130000,113000000,100,,1130000,113000000,0,0,,1130000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004023L,STIFFENER,2580,100,PC,1130000,113000000,100,,1130000,113000000,0,0,,1130000,0,100,20.09.2024,31.01.2025,133,Complete
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25004024,STIFFENER,2600,100,PC,23200000,2320000000,100,,23200000,2320000000,0,0,,23200000,0,100,20.09.2024,31.01.2025,133,Complete
M1-23002,M1-23002.4500011845,1200000340,10/12/2024,4500011845,140000,FGA22ZY2814112D,CHANNAL DIN 3015 ; TS14 28 x 14 x 11 x,20,100,STK,26700000,2670000000,100,,26700000,2670000000,0,0,,26700000,0,100,27.09.2024,26.03.2025,180,Complete
M9-23004,M9-23004.9000000279,1200000252,8/30/2023,PON/GMB/0823/00035,20047,FGB566A0016,ABS 016 Jeruk Abu,10,100,PC,3150000,315000000,100,,3150000,315000000,0,100,,3150000,315000000,0,30.08.2023,09.09.2023,10,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AK0102,External addition,170,199,SET,1805387700,3.59E+11,96,,1805387700,1.73E+11,103,90,,1805387700,1.62E+11,6,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB47FA0016,Mechanical brake force transmission,950,199,SET,7597414040,1.51E+12,94,,7597414040,7.14E+11,105,94,,7597414040,7.14E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AG0702P02,Large Emergency Window,1450,228,SET,1492461096,3.40E+11,94,,1492461096,1.40E+11,134,94,,1492461096,1.40E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50EB2802,Evacuation Line (safety line),550,297,SET,1345947570,4.00E+11,93,,1345947570,1.25E+11,204,93,,1345947570,1.25E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB52TH0001P01,AC 20.000 Kcal/h,750,594,SET,1.64E+11,9.74E+13,92,,1.64E+11,1.51E+13,502,92,,1.64E+11,1.51E+13,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50JA0110,Insulation,220,199,SET,10559425560,2.10E+12,91,,10559425560,9.61E+11,108,91,,10559425560,9.61E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50DI2008P03,Box Janitor,1350,199,SET,1663860094,3.31E+11,91,,1663860094,1.51E+11,108,91,,1663860094,1.51E+11,0,04.09.2023,30.04.2026,969,On Progress
M9-23004,M9-23004.9000000296,1200000260,10/13/2023,PON/GMB/1023/00035,20047,FGB566A0058,ABS 058 Jeruk Abu,110,90,PC,24282000,2185380000,90,,24282000,2185380000,0,0,,24282000,0,90,12.10.2023,31.10.2023,19,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB40AE1701P02,Septic tank for left version,510,199,SET,4849854870,9.65E+11,90,,4849854870,4.36E+11,109,90,,4849854870,4.36E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50DI2008P02,Box P3K,1330,199,SET,748766355,1.49E+11,90,,748766355,67388971950,109,90,,748766355,67388971950,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB40AE1701P03,Septic tank for right version,520,199,SET,4849854870,9.65E+11,89,,4849854870,4.32E+11,110,89,,4849854870,4.32E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB463A170021,Perlengkapan P3K,530,262,SET,207071700,54252785400,89,,207071700,18429381300,173,89,,207071700,18429381300,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB40AE1701P01,Tangki Air Atas (include water level sen,500,199,SET,12414027950,2.47E+12,88,,12414027950,1.09E+12,111,86,,12414027950,1.07E+12,2,04.09.2023,30.04.2026,969,On Progress
M1-22038,M1-22038.4500010284,1200000286,1/17/2024,4500010284,140000,FGD76SL0006,BATU GERINDA,20,84,PC,1260000,105840000,84,,1260000,105840000,0,84,,1260000,105840000,0,29.12.2023,31.01.2024,33,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC1113,Pintu maintenance r. baterai,1220,330,SET,420759900,1.39E+11,84,,420759900,35343831600,246,84,,420759900,35343831600,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB762A17005,Folding Seat,310,199,PC,328264430,65324621570,83,,328264430,27245947690,116,83,,328264430,27245947690,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50DI2008P01,Box stop blok,1310,199,SET,381019529,75822886271,81,,381019529,30862581849,118,81,,381019529,30862581849,0,04.09.2023,30.04.2026,969,On Progress
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB43KS0006,NUT_HEX,90,80,PC,22720,1817600,80,,22720,1817600,0,0,,22720,0,80,06.06.2024,12.07.2024,36,Complete
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB42EG0825,SETSCREW_HEX HEAD (FULL THREAD),230,80,PC,317360,25388800,80,,317360,25388800,0,0,,317360,0,80,06.06.2024,12.07.2024,36,Complete
M1-23002,M1-23002.4500011845,1200000340,10/12/2024,4500011845,140000,FGA22ZY2830112D,CHANNAL DIN 3015 ; TS30 28 x 30 x 11 x,30,78,STK,24882000,1940796000,78,,24882000,1940796000,0,0,,24882000,0,78,27.09.2024,26.03.2025,180,Complete
M9-22008,M9-22008.9000000191,1200000169,1/12/2023,PON/GMB/1222/00063,20047,FGB566A0058,ABS 058 Jeruk Abu,10,75,PC,20235000,1517625000,75,,20235000,1517625000,0,75,,20235000,1517625000,0,26.12.2022,20.01.2023,25,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0083,ABS 083 Jeruk Abu,10,70,PC,10500000,735000000,70,,10500000,735000000,0,0,,10500000,0,70,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0058,ABS 058 Jeruk Abu,120,70,PC,18886000,1322020000,70,,18886000,1322020000,0,70,,18886000,1322020000,0,20.06.2023,20.06.2023,0,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50CA1203,Toilet Duduk (Left Side),460,199,SET,8643764000,1.72E+12,70,,8643764000,6.05E+11,129,70,,8643764000,6.05E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50CA1202,Toilet Duduk (Right Side),450,199,SET,8643764000,1.72E+12,69,,8643764000,5.96E+11,130,69,,8643764000,5.96E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AG0702P03,Large Openable Window,1460,171,SET,1539100548,2.63E+11,68,,1539100548,1.05E+11,103,68,,1539100548,1.05E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AK0102,External addition,160,297,SET,2694473100,8.00E+11,67,,2694473100,1.81E+11,230,63,,2694473100,1.70E+11,4,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AF1047P01,Panel Interior Partisi Ujung 1 K1,270,297,SET,6435425700,1.91E+12,65,,6435425700,4.18E+11,232,65,,6435425700,4.18E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50DI2008P03,Box Janitor,1340,297,SET,2483248482,7.38E+11,62,,2483248482,1.54E+11,235,62,,2483248482,1.54E+11,0,04.09.2023,30.04.2026,969,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25001001,BRACKET,1290,100,PC,14490000,1449000000,60,,14490000,869400000,40,0,,14490000,0,60,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002001B,BRACKET,1330,100,PC,15130000,1513000000,60,,15130000,907800000,40,0,,15130000,0,60,20.09.2024,31.01.2025,133,On Progress
